contigName	contigLen	totalAvgDepth	barcode19_long.sorted	barcode19_long.sorted-var
contig_1	3461	1.21836	1.21836	1.11333
contig_10	3165	5.90846	5.90846	1.6538
contig_11	2528	9.64003	9.64003	0.438307
contig_12	5770	0.935409	0.935409	0.933528
contig_2	5790	0	0	0
contig_5	8190	0.0574627	0.0574627	0.0541671
contig_6	4503	0.988743	0.988743	0.0111319
contig_7	14354	0	0	0
contig_8	8185	9.92271	9.92271	1.8959
contig_9	5106	6.85028	6.85028	0.133784
